"Group","Family","Scientific Name","Common Name","Native Habitat","Exotic / Native Transplant","State","HUC","Name"
"Fishes","Salmonidae","Salvelinus alpinus oquassa","blueback trout, Sunapee trout","Freshwater-Marine","Native","NH","01060002","Saco"
"Fishes","Salmonidae","Salvelinus fontinalis x namaycush","splake","Freshwater","Native Hybrid","NH","01060002","Saco"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01060003","Piscataqua-Salmon Falls"
"Crustaceans-Crabs","Grapsidae","Hemigrapsus sanguineus","Asian shore crab","Marine","Exotic","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Channidae","Channa micropeltes","giant snakehead","Freshwater","Exotic","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Ictaluridae","Ameiurus natalis","yellow bullhead","Freshwater","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Osmeridae","Osmerus mordax","rainbow smelt","Freshwater-Marine","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Salmonidae","Oncorhynchus kisutch","coho salmon","Freshwater-Marine","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01060003","Piscataqua-Salmon Falls"
"Fishes","Salmonidae","Salmo x Salvelinus trutta x fontinalis","tiger trout","Freshwater","Exotic Hybrid","NH","01060003","Piscataqua-Salmon Falls"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina chinensis malleata","Chinese mysterysnail","Freshwater","Exotic","NH","01060003","Piscataqua-Salmon Falls"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01070001","Pemigewasset"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01070001","Pemigewasset"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01070001","Pemigewasset"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01070001","Pemigewasset"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01070001","Pemigewasset"
"Fishes","Ictaluridae","Noturus insignis","margined madtom","Freshwater","Native","NH","01070001","Pemigewasset"
"Fishes","Salmonidae","Coregonus clupeaformis","lake whitefish","Freshwater","Native","NH","01070001","Pemigewasset"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01070001","Pemigewasset"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NH","01070001","Pemigewasset"
"Fishes","Salmonidae","Salmo salar","Atlantic salmon","Freshwater-Marine","Native","NH","01070001","Pemigewasset"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01070001","Pemigewasset"
"Fishes","Salmonidae","Salvelinus alpinus oquassa","blueback trout, Sunapee trout","Freshwater-Marine","Native","NH","01070001","Pemigewasset"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Channidae","Channa argus","northern snakehead","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Channidae","Channa micropeltes","giant snakehead","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Characidae","Colossoma or Piaractus sp.","unidentified pacu","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Characidae","Pygocentrus or Serrasalmus sp.","unidentified piranha","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","NH","01070002","Merrimack"
"Fishes","Cyprinidae","Notropis hudsonius","spottail shiner","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Cyprinidae","Semotilus atromaculatus","creek chub","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Esocidae","Esox lucius x E. masquinongy","tiger muskellunge","Freshwater","Native Hybrid","NH","01070002","Merrimack"
"Fishes","Fundulidae","Fundulus heteroclitus","mummichog","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Ictaluridae","Ameiurus catus","white catfish","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Ictaluridae","Ameiurus natalis","yellow bullhead","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Ictaluridae","Ameiurus nebulosus","brown bullhead","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Ictaluridae","Noturus gyrinus","tadpole madtom","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Ictaluridae","Noturus insignis","margined madtom","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Salmonidae","Coregonus clupeaformis","lake whitefish","Freshwater","Native","NH","01070002","Merrimack"
"Fishes","Salmonidae","Oncorhynchus kisutch","coho salmon","Freshwater-Marine","Native","NH","01070002","Merrimack"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01070002","Merrimack"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NH","01070002","Merrimack"
"Fishes","Salmonidae","Salmo salar","Atlantic salmon","Freshwater-Marine","Native","NH","01070002","Merrimack"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01070002","Merrimack"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","NH","01070002","Merrimack"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina chinensis malleata","Chinese mysterysnail","Freshwater","Exotic","NH","01070002","Merrimack"
"Reptiles-Turtles","Emydidae","Glyptemys insculpta","Wood Turtle","Freshwater","Native","NH","01070002","Merrimack"
"Reptiles-Turtles","Emydidae","Glyptemys muhlenbergii","Bog Turtle","Freshwater","Native","NH","01070002","Merrimack"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01070003","Contoocook"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01070003","Contoocook"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01070003","Contoocook"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01070003","Contoocook"
"Amphibians-Frogs","Bufonidae","Rhinella marina","Cane Toad","Freshwater","Native","NH","01070004","Nashua"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01070004","Nashua"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","NH","01070004","Nashua"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01070004","Nashua"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01070004","Nashua"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01070004","Nashua"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01070004","Nashua"
"Fishes","Characidae","Pygocentrus nattereri","red piranha","Freshwater","Exotic","NH","01070004","Nashua"
"Fishes","Cyprinidae","Notropis volucellus","mimic shiner","Freshwater","Native","NH","01070004","Nashua"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01070004","Nashua"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01070004","Nashua"
"Fishes","Salmonidae","Salvelinus namaycush","lake trout","Freshwater","Native","NH","01070004","Nashua"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina chinensis malleata","Chinese mysterysnail","Freshwater","Exotic","NH","01070004","Nashua"
"Reptiles-Crocodilians","Alligatoridae","Alligator mississippiensis","American Alligator","Freshwater","Native","NH","01070004","Nashua"
"Reptiles-Turtles","Emydidae","Pseudemys concinna","River Cooter","Freshwater","Native","NH","01070004","Nashua"
"Reptiles-Turtles","Emydidae","Pseudemys concinna floridana","Coastal Plain Cooter","Freshwater","Native","NH","01070004","Nashua"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01080101","Upper Connecticut"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01080101","Upper Connecticut"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NH","01080101","Upper Connecticut"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01080101","Upper Connecticut"
"Fishes","Salmonidae","Salmo x Salvelinus trutta x fontinalis","tiger trout","Freshwater","Exotic Hybrid","NH","01080101","Upper Connecticut"
"Fishes","Salmonidae","Salvelinus namaycush","lake trout","Freshwater","Native","NH","01080101","Upper Connecticut"
"Fishes","Salmonidae","Thymallus arcticus","Arctic grayling","Freshwater-Marine","Native","NH","01080101","Upper Connecticut"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01080103","Waits"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","NH","01080103","Waits"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01080103","Waits"
"Fishes","Centrarchidae","Lepomis microlophus","redear sunfish","Freshwater","Native","NH","01080103","Waits"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01080103","Waits"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01080103","Waits"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01080103","Waits"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01080103","Waits"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01080103","Waits"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01080103","Waits"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina chinensis malleata","Chinese mysterysnail","Freshwater","Exotic","NH","01080103","Waits"
"Crustaceans-Crayfish","Cambaridae","Orconectes rusticus","rusty crayfish","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Esocidae","Esox masquinongy","muskellunge","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Ictaluridae","Ameiurus natalis","yellow bullhead","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Salmo salar","Atlantic salmon","Freshwater-Marine","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Salvelinus alpinus","Arctic char","Freshwater-Marine","Exotic","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Salvelinus fontinalis x namaycush","splake","Freshwater","Native Hybrid","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Salmonidae","Thymallus arcticus","Arctic grayling","Freshwater-Marine","Native","NH","01080104","Upper Connecticut-Mascoma"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01080107","West"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01080107","West"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01080107","West"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01080107","West"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01080107","West"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NH","01080107","West"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01080107","West"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01080107","West"
"Amphibians-Frogs","Ranidae","Lithobates sphenocephalus","Southern Leopard Frog","Freshwater","Native","NH","01080201","Middle Connecticut"
"Amphibians-Salamanders","Proteidae","Necturus maculosus","Mudpuppy","Freshwater","Native","NH","01080201","Middle Connecticut"
